"","GeneID","Chr","Start","End","Strand","Length"
"5731","gene-YPL169C","NC_001148.4","229039","230838","-",1800
"5732","gene-YPL170W","NC_001148.4","228314","228772","+",459
"5733","gene-YPL171C","NC_001148.4","226169","227371","-",1203
"5734","gene-YPL172C","NC_001148.4","224353","225741","-",1389
"5735","gene-YPL173W","NC_001148.4","223143","224036","+",894
"5736","gene-YPL174C","NC_001148.4","220167","222773","-",2607
"5737","gene-YPL175W","NC_001148.4;NC_001148.4","218630;218747","218646;220088","+;+",1359
"5738","gene-YPL176C","NC_001148.4","216012","218363","-",2352
"5739","gene-YPL177C","NC_001148.4","213042","213962","-",921
"5740","gene-YPL178W","NC_001148.4","212158","212784","+",627
"5741","gene-YPL179W","NC_001148.4","208157","209806","+",1650
"5742","gene-YPL180W","NC_001148.4","205248","207647","+",2400
"5743","gene-YPL181W","NC_001148.4","203421","204941","+",1521
"5744","gene-YPL183C","NC_001148.4","199495","202536","-",3042
"5745","gene-YPL183W-A","NC_001148.4","199095","199376","+",282
"5746","gene-YPL184C","NC_001148.4","195950","197788","-",1839
"5747","gene-YPL186C","NC_001148.4","194512","195426","-",915
"5748","gene-YPL187W","NC_001148.4","193648","194145","+",498
"5749","gene-YPL188W","NC_001148.4","191406","192650","+",1245
"5750","gene-YPL189C-A","NC_001148.4","188307","188513","-",207
"5751","gene-YPL189W","NC_001148.4","189154","190983","+",1830
"5752","gene-YPL190C","NC_001148.4","185317","187725","-",2409
"5753","gene-YPL191C","NC_001148.4","183597","184679","-",1083
"5754","gene-YPL192C","NC_001148.4","182655","183056","-",402
"5755","gene-YPL193W","NC_001148.4","181403","182548","+",1146
"5756","gene-YPL194W","NC_001148.4","179277","181115","+",1839
"5757","gene-YPL195W","NC_001148.4","176223","179021","+",2799
"5758","gene-YPL196W","NC_001148.4","175043","175864","+",822
"5759","gene-YPL198W","NC_001148.4;NC_001148.4;NC_001148.4","173152;173572;174073","173162;173665;174702","+;+;+",735
"5760","gene-YPL199C","NC_001148.4","172033","172755","-",723
"5761","gene-YPL200W","NC_001148.4","171484","171954","+",471
"5762","gene-YPL201C","NC_001148.4","169770","171155","-",1386
"5763","gene-YPL202C","NC_001148.4","168088","169338","-",1251
"5764","gene-YPL203W","NC_001148.4","166256","167398","+",1143
"5765","gene-YPL204W","NC_001148.4","164276","165760","+",1485
"5766","gene-YPL206C","NC_001148.4","162632","163597","-",966
"5767","gene-YPL207W","NC_001148.4","159909","162341","+",2433
"5768","gene-YPL208W","NC_001148.4","157842","159593","+",1752
"5769","gene-YPL209C","NC_001148.4","156490","157593","-",1104
"5770","gene-YPL210C","NC_001148.4","154290","156212","-",1923
"5771","gene-YPL211W","NC_001148.4","153495","154040","+",546
"5772","gene-YPL212C","NC_001148.4","151515","153149","-",1635
"5773","gene-YPL213W","NC_001148.4","150614","151330","+",717
"5774","gene-YPL214C","NC_001148.4","148569","150191","-",1623
"5775","gene-YPL215W","NC_001148.4","147416","148423","+",1008
"5776","gene-YPL216W","NC_001148.4","143821","147129","+",3309
"5777","gene-YPL217C","NC_001148.4","139620","143171","-",3552
"5778","gene-YPL218W","NC_001148.4;NC_001148.4","138698;138865","138725;139409","+;+",573
"5779","gene-YPL219W","NC_001148.4","136750","138228","+",1479
"5780","gene-YPL220W","NC_001148.4","135790","136443","+",654
"5781","gene-YPL221W","NC_001148.4","133043","135424","+",2382
"5782","gene-YPL222W","NC_001148.4","130162","132228","+",2067
"5783","gene-YPL223C","NC_001148.4","128632","129138","-",507
"5784","gene-YPL224C","NC_001148.4","126634","128088","-",1455
"5785","gene-YPL225W","NC_001148.4","126006","126446","+",441
"5786","gene-YPL226W","NC_001148.4","121767","125357","+",3591
"5787","gene-YPL227C","NC_001148.4","120163","121167","-",1005
"5788","gene-YPL228W","NC_001148.4","118382","120031","+",1650
"5789","gene-YPL229W","NC_001148.4","117067","117687","+",621
"5790","gene-YPL230W","NC_001148.4","115312","116487","+",1176
"5791","gene-YPL231W","NC_001148.4","108652","114315","+",5664
"5792","gene-YPL232W","NC_001148.4","107275","108147","+",873
"5793","gene-YPL233W","NC_001148.4","106172","106822","+",651
"5794","gene-YPL234C","NC_001148.4","104946","105440","-",495
"5795","gene-YPL235W","NC_001148.4","103232","104647","+",1416
"5796","gene-YPL236C","NC_001148.4","101608","102702","-",1095
"5797","gene-YPL237W","NC_001148.4","100496","101353","+",858
"5798","gene-YPL239W","NC_001148.4","99484","100086","+",603
"5799","gene-YPL240C","NC_001148.4","96496","98625","-",2130
"5800","gene-YPL241C","NC_001148.4;NC_001148.4","95372;96234","96153;96258","-;-",807
"5801","gene-YPL242C","NC_001148.4","90622","95109","-",4488
"5802","gene-YPL243W","NC_001148.4","88517","90316","+",1800
"5803","gene-YPL244C","NC_001148.4","87014","88033","-",1020
"5804","gene-YPL245W","NC_001148.4","85586","86950","+",1365
"5805","gene-YPL246C","NC_001148.4","84509","85297","-",789
"5806","gene-YPL247C","NC_001148.4","82625","84196","-",1572
"5807","gene-YPL248C","NC_001148.4","79711","82356","-",2646
"5808","gene-YPL249C","NC_001148.4","76669","79353","-",2685
"5809","gene-YPL249C-A","NC_001148.4;NC_001148.4","75699;76224","75985;76239","-;-",303
"5810","gene-YPL250C","NC_001148.4","74309","74719","-",411
"5811","gene-YPL252C","NC_001148.4","73363","73881","-",519
"5812","gene-YPL253C","NC_001148.4","71063","73006","-",1944
"5813","gene-YPL254W","NC_001148.4","69485","70951","+",1467
"5814","gene-YPL255W","NC_001148.4","67725","68882","+",1158
"5815","gene-YPL256C","NC_001148.4","64977","66614","-",1638
"5816","gene-YPL257W","NC_001148.4","63279","63860","+",582
"5817","gene-YPL257W-A","NC_001148.4","56748","58070","+",1323
"5818","gene-YPL257W-B","NC_001148.4","56748","62016","+",5269
"5819","gene-YPL258C","NC_001148.4","53498","55153","-",1656
"5820","gene-YPL259C","NC_001148.4","51244","52671","-",1428
"5821","gene-YPL260W","NC_001148.4","49303","50958","+",1656
"5822","gene-YPL261C","NC_001148.4","48996","49304","-",309
"5823","gene-YPL262W","NC_001148.4","47336","48802","+",1467
"5824","gene-YPL263C","NC_001148.4","44551","46506","-",1956
"5825","gene-YPL264C","NC_001148.4","43283","44344","-",1062
"5826","gene-YPL265W","NC_001148.4","41043","42869","+",1827
"5827","gene-YPL266W","NC_001148.4","39121","40077","+",957
"5828","gene-YPL267W","NC_001148.4","38169","38798","+",630
"5829","gene-YPL268W","NC_001148.4","35236","37845","+",2610
"5830","gene-YPL269W","NC_001148.4","33013","34947","+",1935
"5831","gene-YPL270W","NC_001148.4","30482","32803","+",2322
"5832","gene-YPL271W","NC_001148.4","30079","30267","+",189
"5833","gene-YPL272C","NC_001148.4","26611","28164","-",1554
"5834","gene-YPL273W","NC_001148.4","25087","26064","+",978
"5835","gene-YPL274W","NC_001148.4","22938","24701","+",1764
"5836","gene-YPL275W","NC_001148.4","18369","19079","+",711
"5837","gene-YPL276W","NC_001148.4","17948","18385","+",438
"5838","gene-YPL277C","NC_001148.4","15405","16868","-",1464
"5839","gene-YPL278C","NC_001148.4","15053","15355","-",303
"5840","gene-YPL279C","NC_001148.4","13228","14355","-",1128
"5841","gene-YPL280W","NC_001148.4","11887","12600","+",714
"5842","gene-YPL281C","NC_001148.4","9557","10870","-",1314
"5843","gene-YPL282C","NC_001148.4","7933","8427","-",495
"5844","gene-YPL283C","NC_001148.4;NC_001148.4","280;5989","5840;6007","-;-",5580
"5845","gene-YPR001W","NC_001148.4","556377","557837","+",1461
"5846","gene-YPR002W","NC_001148.4","558385","559935","+",1551
"5847","gene-YPR003C","NC_001148.4","561504","563768","-",2265
"5848","gene-YPR004C","NC_001148.4","564007","565041","-",1035
"5849","gene-YPR005C","NC_001148.4","565787","566671","-",885
"5850","gene-YPR006C","NC_001148.4","567269","568996","-",1728
"5851","gene-YPR007C","NC_001148.4","569336","571378","-",2043
"5852","gene-YPR008W","NC_001148.4","573018","575102","+",2085
"5853","gene-YPR009W","NC_001148.4","576552","577358","+",807
"5854","gene-YPR010C","NC_001148.4","577585","581196","-",3612
"5855","gene-YPR010C-A","NC_001148.4;NC_001148.4","582373;582702","582558;582734","-;-",219
"5856","gene-YPR011C","NC_001148.4","583062","584042","-",981
"5857","gene-YPR013C","NC_001148.4","584632","585585","-",954
"5858","gene-YPR014C","NC_001148.4","587189","587518","-",330
"5859","gene-YPR015C","NC_001148.4","590283","591026","-",744
"5860","gene-YPR016C","NC_001148.4","592332","593069","-",738
"5861","gene-YPR017C","NC_001148.4","593486","593917","-",432
"5862","gene-YPR018W","NC_001148.4","594476","596296","+",1821
"5863","gene-YPR019W","NC_001148.4","596750","599551","+",2802
"5864","gene-YPR020W","NC_001148.4","599870","600217","+",348
"5865","gene-YPR021C","NC_001148.4","600649","603357","-",2709
"5866","gene-YPR022C","NC_001148.4","603911","607312","-",3402
"5867","gene-YPR023C","NC_001148.4","608826","610031","-",1206
"5868","gene-YPR024W","NC_001148.4","610481","612724","+",2244
"5869","gene-YPR025C","NC_001148.4","613377","614558","-",1182
"5870","gene-YPR026W","NC_001148.4","615379","619014","+",3636
"5871","gene-YPR027C","NC_001148.4","620425","621258","-",834
"5872","gene-YPR028W","NC_001148.4;NC_001148.4","623527;623711","623577;624202","+;+",543
"5873","gene-YPR029C","NC_001148.4","624469","626967","-",2499
"5874","gene-YPR030W","NC_001148.4","627880","631245","+",3366
"5875","gene-YPR031W","NC_001148.4","631515","633761","+",2247
"5876","gene-YPR032W","NC_001148.4","634123","637224","+",3102
"5877","gene-YPR033C","NC_001148.4","637379","639019","-",1641
"5878","gene-YPR034W","NC_001148.4","639525","640958","+",1434
"5879","gene-YPR035W","NC_001148.4","642208","643320","+",1113
"5880","gene-YPR036W","NC_001148.4","643836","645272","+",1437
"5881","gene-YPR036W-A","NC_001148.4","645950","646153","+",204
"5882","gene-YPR037C","NC_001148.4","646448","647038","-",591
"5883","gene-YPR040W","NC_001148.4","647305","648375","+",1071
"5884","gene-YPR041W","NC_001148.4","648704","649921","+",1218
"5885","gene-YPR042C","NC_001148.4","650435","653662","-",3228
"5886","gene-YPR043W","NC_001148.4;NC_001148.4","654166;654571","654167;654847","+;+",279
"5887","gene-YPR045C","NC_001148.4","655140","656552","-",1413
"5888","gene-YPR046W","NC_001148.4","656799","657344","+",546
"5889","gene-YPR047W","NC_001148.4","657529","658938","+",1410
"5890","gene-YPR048W","NC_001148.4","659182","661053","+",1872
"5891","gene-YPR049C","NC_001148.4","661137","664673","-",3537
"5892","gene-YPR051W","NC_001148.4","664960","665490","+",531
"5893","gene-YPR052C","NC_001148.4","665693","665974","-",282
"5894","gene-YPR053C","NC_001148.4","665788","666243","-",456
"5895","gene-YPR054W","NC_001148.4","666280","667446","+",1167
"5896","gene-YPR055W","NC_001148.4","667676","670873","+",3198
"5897","gene-YPR056W","NC_001148.4","671126","672142","+",1017
"5898","gene-YPR057W","NC_001148.4","672471","673496","+",1026
"5899","gene-YPR058W","NC_001148.4","673751","674674","+",924
"5900","gene-YPR060C","NC_001148.4","674861","675631","-",771
"5901","gene-YPR061C","NC_001148.4","675977","676882","-",906
"5902","gene-YPR062W","NC_001148.4","677165","677641","+",477
"5903","gene-YPR063C","NC_001148.4;NC_001148.4","677812;678280","678193;678320","-;-",423
"5904","gene-YPR064W","NC_001148.4","678951","679370","+",420
"5905","gene-YPR065W","NC_001148.4","679693","680799","+",1107
"5906","gene-YPR066W","NC_001148.4","681213","682112","+",900
"5907","gene-YPR067W","NC_001148.4","682220","682777","+",558
"5908","gene-YPR068C","NC_001148.4","682941","684353","-",1413
"5909","gene-YPR069C","NC_001148.4","684556","685437","-",882
"5910","gene-YPR070W","NC_001148.4","685898","687598","+",1701
"5911","gene-YPR071W","NC_001148.4","688172","688807","+",636
"5912","gene-YPR072W","NC_001148.4","690107","691789","+",1683
"5913","gene-YPR073C","NC_001148.4","691933","692418","-",486
"5914","gene-YPR074C","NC_001148.4","692796","694838","-",2043
"5915","gene-YPR075C","NC_001148.4","695737","696819","-",1083
"5916","gene-YPR078C","NC_001148.4","697147","698265","-",1119
"5917","gene-YPR079W","NC_001148.4","698869","700014","+",1146
"5918","gene-YPR080W","NC_001148.4","700594","701970","+",1377
"5919","gene-YPR081C","NC_001148.4","702114","703970","-",1857
"5920","gene-YPR082C","NC_001148.4","704225","704656","-",432
"5921","gene-YPR083W","NC_001148.4","704854","706593","+",1740
"5922","gene-YPR084W","NC_001148.4","706972","708342","+",1371
"5923","gene-YPR085C","NC_001148.4","708497","709828","-",1332
"5924","gene-YPR086W","NC_001148.4","710101","711138","+",1038
"5925","gene-YPR088C","NC_001148.4","711403","713028","-",1626
"5926","gene-YPR089W","NC_001148.4","713275","715941","+",2667
"5927","gene-YPR091C","NC_001148.4","716156","718468","-",2313
"5928","gene-YPR093C","NC_001148.4","719558","720424","-",867
"5929","gene-YPR094W","NC_001148.4","720637","720960","+",324
"5930","gene-YPR095C","NC_001148.4","721037","724717","-",3681
"5931","gene-YPR096C","NC_001148.4","724842","725144","-",303
"5932","gene-YPR097W","NC_001148.4","725394","728615","+",3222
"5933","gene-YPR098C","NC_001148.4;NC_001148.4","728947;729482","729385;729528","-;-",486
"5934","gene-YPR100W","NC_001148.4","729791","730213","+",423
"5935","gene-YPR101W","NC_001148.4","730492","731019","+",528
"5936","gene-YPR102C","NC_001148.4","731224","731748","-",525
"5937","gene-YPR103W","NC_001148.4","732349","733212","+",864
"5938","gene-YPR104C","NC_001148.4","733623","736433","-",2811
"5939","gene-YPR105C","NC_001148.4","736984","739569","-",2586
"5940","gene-YPR106W","NC_001148.4","740061","741392","+",1332
"5941","gene-YPR107C","NC_001148.4","741438","742064","-",627
"5942","gene-YPR108W","NC_001148.4","742454","743743","+",1290
"5943","gene-YPR108W-A","NC_001148.4","744175","744387","+",213
"5944","gene-YPR109W","NC_001148.4","744689","745573","+",885
"5945","gene-YPR110C","NC_001148.4","745828","746835","-",1008
"5946","gene-YPR111W","NC_001148.4","747306","749000","+",1695
"5947","gene-YPR112C","NC_001148.4","749256","751919","-",2664
"5948","gene-YPR113W","NC_001148.4","752257","752919","+",663
"5949","gene-YPR114W","NC_001148.4","753301","754248","+",948
"5950","gene-YPR115W","NC_001148.4","754877","758128","+",3252
"5951","gene-YPR116W","NC_001148.4","758648","759481","+",834
"5952","gene-YPR117W","NC_001148.4","760025","767494","+",7470
"5953","gene-YPR118W","NC_001148.4","767752","768987","+",1236
"5954","gene-YPR119W","NC_001148.4","771653","773128","+",1476
"5955","gene-YPR120C","NC_001148.4","773875","775182","-",1308
"5956","gene-YPR121W","NC_001148.4","778583","780301","+",1719
"5957","gene-YPR122W","NC_001148.4","782045","785671","+",3627
"5958","gene-YPR124W","NC_001148.4","786208","787428","+",1221
"5959","gene-YPR125W","NC_001148.4","787961","789325","+",1365
"5960","gene-YPR127W","NC_001148.4","790083","791120","+",1038
"5961","gene-YPR128C","NC_001148.4","791218","792204","-",987
"5962","gene-YPR129W","NC_001148.4","792687","793736","+",1050
"5963","gene-YPR131C","NC_001148.4","793911","794498","-",588
"5964","gene-YPR132W","NC_001148.4;NC_001148.4","794965;795395","795029;795767","+;+",438
"5965","gene-YPR133C","NC_001148.4","795978","797210","-",1233
"5966","gene-YPR133W-A","NC_001148.4","797557","797709","+",153
"5967","gene-YPR134W","NC_001148.4","798051","798857","+",807
"5968","gene-YPR135W","NC_001148.4","799234","802017","+",2784
"5969","gene-YPR137C-A","NC_001148.4","808947","810269","-",1323
"5970","gene-YPR137C-B","NC_001148.4","805001","810269","-",5269
"5971","gene-YPR137W","NC_001148.4","802359","804080","+",1722
"5972","gene-YPR138C","NC_001148.4","810984","812453","-",1470
"5973","gene-YPR139C","NC_001148.4","813156","814058","-",903
"5974","gene-YPR140W","NC_001148.4","814391","815536","+",1146
"5975","gene-YPR141C","NC_001148.4","815734","817923","-",2190
"5976","gene-YPR143W","NC_001148.4","818323","819075","+",753
"5977","gene-YPR144C","NC_001148.4","819765","821423","-",1659
"5978","gene-YPR145C-A","NC_001148.4","824690","824926","-",237
"5979","gene-YPR145W","NC_001148.4","822620","824338","+",1719
"5980","gene-YPR147C","NC_001148.4","825645","826559","-",915
"5981","gene-YPR148C","NC_001148.4","826833","828140","-",1308
"5982","gene-YPR149W","NC_001148.4","829918","830439","+",522
"5983","gene-YPR151C","NC_001148.4","831055","831675","-",621
"5984","gene-YPR152C","NC_001148.4","832061","833458","-",1398
"5985","gene-YPR153W","NC_001148.4;NC_001148.4","833689;833828","833693;834245","+;+",423
"5986","gene-YPR154W","NC_001148.4","834565","835212","+",648
"5987","gene-YPR155C","NC_001148.4","835563","837413","-",1851
"5988","gene-YPR156C","NC_001148.4","837909","839777","-",1869
"5989","gene-YPR157W","NC_001148.4","841266","842669","+",1404
"5990","gene-YPR158C-C","NC_001148.4","854935","856257","-",1323
"5991","gene-YPR158C-D","NC_001148.4","850989","856257","-",5269
"5992","gene-YPR158W","NC_001148.4","843262","844020","+",759
"5993","gene-YPR158W-A","NC_001148.4","844709","846031","+",1323
"5994","gene-YPR158W-B","NC_001148.4","844709","849980","+",5272
"5995","gene-YPR159C-A","NC_001148.4","860314","860415","-",102
"5996","gene-YPR159W","NC_001148.4","857583","859745","+",2163
"5997","gene-YPR160W","NC_001148.4","861306","864014","+",2709
"5998","gene-YPR161C","NC_001148.4","864449","866422","-",1974
"5999","gene-YPR162C","NC_001148.4","866715","868304","-",1590
"6000","gene-YPR163C","NC_001148.4","868645","869955","-",1311
"6001","gene-YPR164W","NC_001148.4","870703","874926","+",4224
"6002","gene-YPR165W","NC_001148.4","875368","875997","+",630
"6003","gene-YPR166C","NC_001148.4","876282","876629","-",348
"6004","gene-YPR167C","NC_001148.4","876847","877632","-",786
"6005","gene-YPR168W","NC_001148.4","878076","878549","+",474
